Token	POS-Tag	OOV	Id	Index	__next__	Documento
por	ADP	0	6	92	684	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
meio	NOUN	0	6	93	685	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
do	ADP	0	6	94	686	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
pagamento	NOUN	0	6	95	687	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
de	ADP	0	6	96	688	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
serviços	NOUN	0	6	97	689	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
,	PUNCT	0	6	98	690	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
compras	NOUN	0	6	99	691	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
e	CCONJ	0	6	100	692	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
obras	NOUN	0	6	101	693	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
superfaturadas	VERB	1	6	102	694	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
.	PUNCT	0	6	103	695	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
A	DET	0	6	104	696	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
polícia	NOUN	0	6	105	697	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
também	ADV	0	6	106	698	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
vai	AUX	0	6	107	699	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
abrir	VERB	0	6	108	700	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
nova	ADJ	0	6	109	701	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
investigação	NOUN	0	6	110	702	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
sobre	ADP	0	6	111	703	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
a	DET	0	6	112	704	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
participação	NOUN	0	6	113	705	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
de	ADP	0	6	114	706	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
desembargadores	NOUN	1	6	115	707	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
e	CCONJ	0	6	116	708	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
conselheiros	NOUN	0	6	117	709	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
do	ADP	0	6	118	710	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
Tribunal	PROPN	0	6	119	711	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
de	ADP	0	6	120	712	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
Contas	NOUN	0	6	121	713	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
no	ADP	0	6	122	714	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
suposto	ADJ	0	6	123	715	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
esquema	NOUN	0	6	124	716	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
.	PUNCT	0	6	125	717	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
A	DET	0	6	126	718	O superintendente regional da Polícia Federal de Rondônia , delegado Joaquim Mesquita , informou nesta sexta-feira , dia 04 , que 23 pessoas foram presas , até o momento , pela Operação Dominó , em Rondônia . A quadrilha é acusada de praticar diversos crimes administrativos , como desvio de recursos públicos , corrupção , prevaricação , concussão , peculato , extorsão , lavagem de dinheiro e venda de sentenças judiciais . Segundo divulgada pela PF , o grupo criminoso desviou desde 2004 cerca de R$ 70 milhões dos cofres públicos , por meio do pagamento de serviços , compras e obras superfaturadas . A polícia também vai abrir nova investigação sobre a participação de desembargadores e conselheiros do Tribunal de Contas no suposto esquema . A PF divulgou que cerca de 300 policiais federais do Amazonas , Distrito Federal , Mato Grosso , Acre e de Rondônia fazem parte das investigações da ' Operação Dominó ' .
