Sentença	Id	Index	Granularidade	Documento
Pelo menos oito ataques foram confirmados.	8	1	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
Os ataques desta madrugada, até agora, não deixaram mortos ou feridos.	8	2	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
"As ações são atribuídas à facção criminosa ""Primeiro"	8	3	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
"Comando da Capital"" (PCC), que já comandou outros ataques em duas ocasiões."	8	4	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços.	8	5	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
Calcula-se em 15 o número de ônibus incendiados, sendo dez na região do ABC e quatro na capital.	8	6	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais.	8	7	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto.	8	8	0	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
7	8	-1	1	"A cidade de São Paulo e alguns municípios do interior paulista foram atingidos na madrugada desta segunda-feira por novos atentados com bombas e tiros contra agências bancárias , bases policiais e prédios públicos . Pelo menos oito ataques foram confirmados . Os ataques desta madrugada , até agora , não deixaram mortos ou feridos . As ações são atribuídas à facção criminosa "" Primeiro Comando da Capital "" ( PCC ) , que já comandou outros ataques em duas ocasiões . Uma bomba de fabricação caseira explodiu em frente ao prédio do Ministério Público Estadual e lojas vizinhas também foram atingidas por estilhaços . Calcula-se em 15 o número de ônibus incendiados , sendo dez na região do ABC e quatro na capital . Os líderes da facção criminosa PCC haviam prometido uma nova onda de ataques caso o Ministério Público de São Paulo negasse a saída temporária de presos em virtude do Dia dos Pais . O benefício depende de decisão judicial após análise do Ministério Público e os presos poderiam deixar a cadeia no período do dia 9 até 15 de agosto ."
Um total de 549 pessoas morreram, 3.043 ficaram feridas e 295 estão desaparecidas em razão das enchentes que recentemente afetaram a Coréia do Norte, informou hoje um jornal pró norte-coreano publicado no Japão, que citou fontes oficiais de Pyongyang.	9	0	0	Um total de 549 pessoas morreram , 3.043 ficaram feridas e 295 estão desaparecidas em razão das enchentes que recentemente afetaram a Coréia do Norte , informou hoje um jornal pró norte-coreano publicado no Japão , que citou fontes oficiais de Pyongyang . Segundo o jornal ' Choson Sinbo ' , publicado pela Associação de Residentes Coreanos no Japão , que é próxima ao regime comunista da Coréia do Norte , as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram ' muitos danos ' . A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país .
Segundo o jornal 'Choson Sinbo', publicado pela Associação de Residentes Coreanos no Japão, que é próxima ao regime comunista da Coréia do Norte, as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram 'muitos danos'.	9	1	0	Um total de 549 pessoas morreram , 3.043 ficaram feridas e 295 estão desaparecidas em razão das enchentes que recentemente afetaram a Coréia do Norte , informou hoje um jornal pró norte-coreano publicado no Japão , que citou fontes oficiais de Pyongyang . Segundo o jornal ' Choson Sinbo ' , publicado pela Associação de Residentes Coreanos no Japão , que é próxima ao regime comunista da Coréia do Norte , as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram ' muitos danos ' . A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país .
A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país.	9	2	0	Um total de 549 pessoas morreram , 3.043 ficaram feridas e 295 estão desaparecidas em razão das enchentes que recentemente afetaram a Coréia do Norte , informou hoje um jornal pró norte-coreano publicado no Japão , que citou fontes oficiais de Pyongyang . Segundo o jornal ' Choson Sinbo ' , publicado pela Associação de Residentes Coreanos no Japão , que é próxima ao regime comunista da Coréia do Norte , as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram ' muitos danos ' . A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país .
8	9	-1	1	Um total de 549 pessoas morreram , 3.043 ficaram feridas e 295 estão desaparecidas em razão das enchentes que recentemente afetaram a Coréia do Norte , informou hoje um jornal pró norte-coreano publicado no Japão , que citou fontes oficiais de Pyongyang . Segundo o jornal ' Choson Sinbo ' , publicado pela Associação de Residentes Coreanos no Japão , que é próxima ao regime comunista da Coréia do Norte , as fortes chuvas que alagaram grande parte desse país na segunda metade de julho provocaram ' muitos danos ' . A agência sul-coreana Yonhap disse na sexta-feira que um alto funcionário de Pyongyang pediu o envio urgente de alimentos para seu país .
Quinze voluntários da ONG francesa 'Ação Contra a Fome (ACF)' foram assassinados no nordeste do Sri Lanka, informou hoje um porta-voz da organização.	10	0	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Os crimes aconteceram na cidade de Muttur, que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil (LTTE).	10	1	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa.	10	2	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
O violento conflito começou em 26 de julho, quando as tropas aéreas do governo	10	3	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
O governo diz estar comprometido com a trégua, mas a situação política com os rebeldes, que lutam pela independência do norte e do leste do país, permanece em um impasse.	10	4	0	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
9	10	-1	1	Quinze voluntários da ONG francesa ' Ação Contra a Fome ( ACF ) ' foram assassinados no nordeste do Sri Lanka , informou hoje um porta-voz da organização . Os crimes aconteceram na cidade de Muttur , que durante as últimas duas semanas vive graves conflitos entre as tropas do Exército do Sri Lanka e a guerrilha dos Tigres de Libertação da Pátria Tâmil ( LTTE ) . Ainda não se sabe quem cometeu os assassinatos dos funcionários da organização francesa . O violento conflito começou em 26 de julho , quando as tropas aéreas do governo O governo diz estar comprometido com a trégua , mas a situação política com os rebeldes , que lutam pela independência do norte e do leste do país , permanece em um impasse .
Nove pessoas morreram, sendo três crianças, e outras 25 ficaram feridas nesta segunda-feira em uma explosão registrada em um mercado moscovita, informou a Polícia de Moscou.	11	0	0	Nove pessoas morreram , sendo três crianças , e outras 25 ficaram feridas nesta segunda-feira em uma explosão registrada em um mercado moscovita , informou a Polícia de Moscou . A maioria dos feridos , entre os quais há quatro com menos de 18 anos , foi hospitalizada . De acordo com a polícia da capital russa , uma bomba causou o incidente . Cerca de dez de carros de bombeiros e mais de uma dezena de ambulâncias foram enviadas ao local , que foi isolado pela polícia .
A maioria dos feridos, entre os quais há quatro com menos de 18 anos, foi hospitalizada.	11	1	0	Nove pessoas morreram , sendo três crianças , e outras 25 ficaram feridas nesta segunda-feira em uma explosão registrada em um mercado moscovita , informou a Polícia de Moscou . A maioria dos feridos , entre os quais há quatro com menos de 18 anos , foi hospitalizada . De acordo com a polícia da capital russa , uma bomba causou o incidente . Cerca de dez de carros de bombeiros e mais de uma dezena de ambulâncias foram enviadas ao local , que foi isolado pela polícia .
De acordo com a polícia da capital russa, uma bomba causou o incidente.	11	2	0	Nove pessoas morreram , sendo três crianças , e outras 25 ficaram feridas nesta segunda-feira em uma explosão registrada em um mercado moscovita , informou a Polícia de Moscou . A maioria dos feridos , entre os quais há quatro com menos de 18 anos , foi hospitalizada . De acordo com a polícia da capital russa , uma bomba causou o incidente . Cerca de dez de carros de bombeiros e mais de uma dezena de ambulâncias foram enviadas ao local , que foi isolado pela polícia .
Cerca de dez de carros de bombeiros e mais de uma dezena de ambulâncias foram enviadas ao local, que foi isolado pela polícia.	11	3	0	Nove pessoas morreram , sendo três crianças , e outras 25 ficaram feridas nesta segunda-feira em uma explosão registrada em um mercado moscovita , informou a Polícia de Moscou . A maioria dos feridos , entre os quais há quatro com menos de 18 anos , foi hospitalizada . De acordo com a polícia da capital russa , uma bomba causou o incidente . Cerca de dez de carros de bombeiros e mais de uma dezena de ambulâncias foram enviadas ao local , que foi isolado pela polícia .
10	11	-1	1	Nove pessoas morreram , sendo três crianças , e outras 25 ficaram feridas nesta segunda-feira em uma explosão registrada em um mercado moscovita , informou a Polícia de Moscou . A maioria dos feridos , entre os quais há quatro com menos de 18 anos , foi hospitalizada . De acordo com a polícia da capital russa , uma bomba causou o incidente . Cerca de dez de carros de bombeiros e mais de uma dezena de ambulâncias foram enviadas ao local , que foi isolado pela polícia .
Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia, em Blacksburg (Virgínia), nesta segunda-feira, no pior ataque a tiros contra um campus universitário da história dos Estados Unidos.	12	0	0	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
O incidente, que aconteceu no campus da Virginia Tech, no estado da Virgínia, deixou outros 26 feridos.	12	1	0	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
Segundo informações da polícia, o tiroteio aconteceu em duas etapas, separadas por quase duas horas, em lados opostos do campus de mil hectares.	12	2	0	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
O nome do homem armado não foi divulgado, tampouco se ele era estudante da escola.	12	3	0	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
Por meio de um porta-voz, Bush também comentou o ataque: '(O presidente) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas, as próprias vítimas, os alunos, os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante', disse uma porta-voz da Casa Branca.	12	4	0	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
Após os ataques a tiros, todas as entradas do campus foram fechadas, e as aulas foram suspensas.	12	5	0	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
A universidade estabeleceu um local de encontro entre famílias e representantes estudantis.	12	6	0	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola.	12	7	0	Um atirador matou ao menos 30 pessoas em dois diferentes locais da Universidade Técnica da Virgínia , em Blacksburg ( Virgínia ) , nesta segunda-feira , no pior ataque a tiros contra um campus universitário da história dos Estados Unidos . O incidente , que aconteceu no campus da Virginia Tech , no estado da Virgínia , deixou outros 26 feridos . Segundo informações da polícia , o tiroteio aconteceu em duas etapas , separadas por quase duas horas , em lados opostos do campus de mil hectares . O nome do homem armado não foi divulgado , tampouco se ele era estudante da escola . Por meio de um porta-voz , Bush também comentou o ataque : ' ( O presidente ) ficou horrorizado e sua reação imediata era de preocupação profunda pelas famílias das vítimas , as próprias vítimas , os alunos , os professores e todas as pessoas da Virginia que têm que lidar com este tipo de incidente chocante ' , disse uma porta-voz da Casa Branca . Após os ataques a tiros , todas as entradas do campus foram fechadas , e as aulas foram suspensas . A universidade estabeleceu um local de encontro entre famílias e representantes estudantis . Uma reunião deve ocorrer nesta terça-feira na quadra de basquete da escola . A Universidade de Tecnologia da Virgínia tem 26 mil estudantes e fica a 390 km de Washington .
