Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
km	NOUN	0	1	113	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
,	PUNCT	0	1	114	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
segundo	ADP	0	1	115	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
a	DET	0	1	116	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
Companhia	PROPN	0	1	117	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
de	ADP	0	1	118	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
Engenharia	PROPN	0	1	119	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
de	ADP	0	1	120	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
Tráfego	PROPN	1	1	121	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
(	PUNCT	0	1	122	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
CET	PROPN	1	1	123	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
)	PUNCT	0	1	124	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
.	PUNCT	0	1	125	0	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
0	['ADV', 'ADP', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'SCONJ', 'VERB', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PUNCT', 'CCONJ', 'VERB', 'SCONJ', 'SCONJ', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'AUX', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NUM', 'PRON', 'ADJ', 'PUNCT', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT', 'CCONJ', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'AUX', 'SCONJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'AUX', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'ADP', 'DET', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PROPN', 'PUNCT', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0]	1	0	1	Depois de 20 dias de tempo seco , voltou a chover na capital paulista . A forte chuva em São Paulo complicava o trânsito na manhã desta segunda-feira , 16 , e fez com que o Centro de Gerenciamento de Emergência ( CGE ) da Prefeitura colocasse a cidade em estado de atenção . Até 9h30 m foram registrados oito pontos de alagamento , dois deles intransitáveis - na Marginal Pinheiros , na altura da Ponte João Dias , e na Marginal Tietê , no acesso à Rodovia dos Bandeirantes . Às 9 horas , a cidade tinha 113 km de lentidão , sendo que a média para o horário é de 82 km , segundo a Companhia de Engenharia de Tráfego ( CET ) .
Ao	ADP	0	2	0	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
menos	NOUN	0	2	1	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
17	NUM	0	2	2	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
pessoas	NOUN	0	2	3	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
morreram	VERB	0	2	4	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
após	ADP	0	2	5	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
a	DET	0	2	6	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
queda	NOUN	0	2	7	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
de	ADP	0	2	8	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
um	DET	0	2	9	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
avião	NOUN	0	2	10	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
de	ADP	0	2	11	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
passageiros	NOUN	0	2	12	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
na	ADP	0	2	13	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
República	PROPN	0	2	14	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
Democrática	PROPN	0	2	15	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
do	ADP	0	2	16	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
Congo	PROPN	0	2	17	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
.	PUNCT	0	2	18	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
Todos	PRON	0	2	19	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
morreram	VERB	0	2	20	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
quando	ADV	0	2	21	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
o	DET	0	2	22	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
avião	NOUN	0	2	23	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
,	PUNCT	0	2	24	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
prejudicado	VERB	1	2	25	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
pelo	ADP	0	2	26	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
mau	ADJ	0	2	27	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
tempo	NOUN	0	2	28	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
,	PUNCT	0	2	29	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
não	ADV	0	2	30	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
conseguiu	VERB	0	2	31	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
chegar	VERB	0	2	32	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
à	ADP	0	2	33	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
pista	NOUN	0	2	34	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
de	ADP	0	2	35	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
aterrissagem	NOUN	1	2	36	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
e	CCONJ	0	2	37	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
caiu	VERB	0	2	38	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
numa	ADP	0	2	39	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
floresta	NOUN	0	2	40	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
a	ADP	0	2	41	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
15	NUM	0	2	42	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
quilômetros	NOUN	0	2	43	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
do	ADP	0	2	44	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
aeroporto	NOUN	0	2	45	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
de	ADP	0	2	46	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
Bukavu	PROPN	1	2	47	0	Ao menos 17 pessoas morreram após a queda de um avião de passageiros na República Democrática do Congo . Todos morreram quando o avião , prejudicado pelo mau tempo , não conseguiu chegar à pista de aterrissagem e caiu numa floresta a 15 quilômetros do aeroporto de Bukavu . Ele havia saído da cidade mineira de Lugushwa em direção a Bukavu , numa distância de 130 quilômetros .
